nu,kernel,gamma,percentile,threshold,auc,f1_score,accuracy,predictions_csv
0.05,rbf,0.1,96,0.00019650079197940928,0.5633333333333332,0.42857142857142855,0.2727272727272727,/home/task5_unified_frame/ckpt/predictions_nuts_resnet50_p96_nu0.050_kernelrbf_gamma0.1_20251219_115625.csv
0.05,rbf,0.3,96,0.00019531250680448337,0.5,0.42857142857142855,0.2727272727272727,/home/task5_unified_frame/ckpt/predictions_nuts_resnet50_p96_nu0.050_kernelrbf_gamma0.3_20251219_115625.csv
0.05,rbf,0.5,96,0.0001953125000000444,0.5,0.42857142857142855,0.2727272727272727,/home/task5_unified_frame/ckpt/predictions_nuts_resnet50_p96_nu0.050_kernelrbf_gamma0.5_20251219_115626.csv
0.05,rbf,0.8,96,0.00019531250000000971,0.5,0.42857142857142855,0.2727272727272727,/home/task5_unified_frame/ckpt/predictions_nuts_resnet50_p96_nu0.050_kernelrbf_gamma0.8_20251219_115626.csv
0.05,rbf,1.0,96,0.00019531250000000971,0.5,0.42857142857142855,0.2727272727272727,/home/task5_unified_frame/ckpt/predictions_nuts_resnet50_p96_nu0.050_kernelrbf_gamma1.0_20251219_115626.csv
0.05,linear,N/A,96,0.0002709463636314788,0.5166666666666666,0.2857142857142857,0.7272727272727273,/home/task5_unified_frame/ckpt/predictions_nuts_resnet50_p96_nu0.050_kernellinear_gammascale_20251219_115626.csv
0.05,poly,N/A,96,4.711500470954078e-05,0.6933333333333332,0.44,0.4909090909090909,/home/task5_unified_frame/ckpt/predictions_nuts_resnet50_p96_nu0.050_kernelpoly_gammascale_20251219_115626.csv
0.05,sigmoid,N/A,96,0.000364730686218666,0.26833333333333337,0.12121212121212122,0.4727272727272727,/home/task5_unified_frame/ckpt/predictions_nuts_resnet50_p96_nu0.050_kernelsigmoid_gammascale_20251219_115626.csv
0.1,rbf,scale,96,0.0003178295171159592,0.6675,0.5142857142857142,0.6909090909090909,/home/task5_unified_frame/ckpt/predictions_nuts_resnet50_p96_nu0.100_kernelrbf_gammascale_20251219_115626.csv
0.1,rbf,auto,96,0.00032124168757892587,0.6575000000000001,0.5142857142857142,0.6909090909090909,/home/task5_unified_frame/ckpt/predictions_nuts_resnet50_p96_nu0.100_kernelrbf_gammaauto_20251219_115626.csv
